CASE_NUMBER,Date,Location Description,Domestic,Beat,District,Ward,Community Area,Latitude,Longitude
ja120732,01/19/2017 02:28:00 PM,street,False,733,7.0,17.0,68.0,41.768291443,-87.64571666
ja123636,01/20/2017 09:15:00 PM,apartment,True,423,4.0,10.0,46.0,41.730047921,-87.553492427
ja124626,01/21/2017 04:39:00 PM,vacant_lot_land,False,612,6.0,17.0,71.0,41.753550616,-87.653819446
ja124814,01/21/2017 07:35:00 PM,parking_lot_garage_non_resid__,False,422,4.0,7.0,46.0,41.751325905,-87.552890447
ja124638,01/21/2017 09:16:00 PM,apartment,False,512,5.0,34.0,49.0,41.704417195,-87.62442522
ja125217,01/22/2017 07:12:00 AM,street,False,424,4.0,10.0,46.0,41.730132724,-87.546208313
ja127088,01/23/2017 04:50:00 PM,residence_porch_hallway,False,1021,10.0,24.0,29.0,41.865564662,-87.708077974
ja127259,01/23/2017 06:13:00 PM,cha_apartment,True,533,5.0,9.0,54.0,41.653734085,-87.59553568
ja127541,01/23/2017 11:25:00 PM,residential_yard__front_back_,False,422,4.0,7.0,46.0,41.749204139,-87.55891145
ja131205,01/26/2017 07:30:00 PM,street,False,2234,22.0,34.0,75.0,41.69768872,-87.653133545
ja132150,01/27/2017 03:27:00 PM,residential_yard__front_back_,False,712,7.0,16.0,68.0,41.786204927,-87.651029033
ja132683,01/28/2017 12:45:00 AM,apartment,True,1011,10.0,24.0,29.0,41.861884977,-87.721392018
ja132765,01/28/2017 03:27:00 AM,parking_lot_garage_non_resid__,False,1824,18.0,43.0,8.0,41.904495882,-87.628696228
ja136019,01/30/2017 10:24:00 PM,tavern_liquor_store,False,1424,14.0,1.0,24.0,41.90317939,-87.677941766
ja136324,01/31/2017 10:10:00 AM,sidewalk,False,733,7.0,6.0,68.0,41.765143058,-87.648360133
ja137727,02/01/2017 11:56:00 AM,sidewalk,False,613,6.0,21.0,71.0,41.746849056,-87.654289547
ja139826,02/03/2017 12:03:00 AM,residence,False,825,8.0,15.0,66.0,41.778397097,-87.688507883
ja143217,02/06/2017 07:45:00 AM,house,False,922,9.0,12.0,58.0,41.810207067,-87.687697435
ja146490,02/08/2017 03:52:00 PM,street,False,1214,12.0,42.0,28.0,41.886241157,-87.641320724
ja120028,02/09/2017 07:00:00 AM,house,False,1422,14.0,26.0,23.0,41.909092597,-87.714938442
ja149479,02/11/2017 01:35:00 AM,apartment,False,1512,15.0,29.0,25.0,41.88571028,-87.765685429
ja150627,02/12/2017 02:29:00 AM,apartment,False,1821,18.0,27.0,8.0,41.906511566,-87.638838917
ja151431,02/12/2017 08:08:00 PM,gas_station,False,2515,25.0,37.0,19.0,41.923936046,-87.768723689
ja150323,02/14/2017 08:17:00 AM,parking_lot,False,312,3.0,20.0,42.0,41.776092657,-87.615523266
ja153462,02/14/2017 02:10:00 PM,alley,False,1013,10.0,22.0,29.0,41.848334165,-87.73552696
ja153462,02/14/2017 02:43:00 PM,alley,False,1013,10.0,22.0,29.0,41.848334165,-87.73552696
ja153686,02/14/2017 04:16:00 PM,tavern_liquor_store,False,1522,15.0,29.0,25.0,41.878244691,-87.754988896
ja146899,02/15/2017 11:20:00 AM,street,False,121,1.0,2.0,28.0,41.8774379,-87.639546691
ja154850,02/15/2017 02:58:00 PM,house,False,921,9.0,14.0,58.0,41.821381819,-87.702025334
ja154850,02/15/2017 03:27:00 PM,house,False,921,9.0,14.0,58.0,41.821381819,-87.702025334
ja158021,02/18/2017 03:00:00 AM,club,False,933,9.0,16.0,61.0,41.802425043,-87.664801389
ja162307,02/21/2017 04:54:00 PM,atm__automatic_teller_machine_,False,1623,16.0,45.0,11.0,41.970433391,-87.763029002
ja165630,02/24/2017 11:45:00 AM,residential_yard__front_back_,False,434,4.0,10.0,51.0,41.701973542,-87.56080039
ja166574,02/25/2017 08:06:00 AM,street,False,334,3.0,7.0,43.0,41.762166567,-87.566441838
ja173249,03/03/2017 08:22:00 AM,street,False,1113,11.0,28.0,25.0,41.880175073,-87.742816835
ja173527,03/03/2017 01:45:00 PM,alley,False,324,3.0,8.0,43.0,41.761626906,-87.592094503
ja176457,03/06/2017 03:26:00 AM,street,True,725,7.0,17.0,67.0,41.775299831,-87.660456534
ja181526,03/09/2017 10:29:00 PM,apartment,False,613,6.0,21.0,71.0,41.744528186,-87.657219835
ja183408,03/11/2017 01:09:00 PM,alley,False,322,3.0,6.0,69.0,41.766722748,-87.623329176
ja170048,03/12/2017 07:00:00 AM,street,False,1233,12.0,2.0,28.0,41.864195123,-87.665164189
ja189051,03/16/2017 12:56:00 PM,gas_station,False,735,7.0,17.0,67.0,41.765356327,-87.673547448
ja192062,03/18/2017 09:20:00 PM,street,False,712,7.0,16.0,68.0,41.786034028,-87.648596146
ja192098,03/18/2017 11:51:00 PM,yard,False,713,7.0,16.0,67.0,41.791835611,-87.656029847
ja192459,03/19/2017 11:01:00 AM,residence,False,1723,17.0,33.0,14.0,41.962884177,-87.718393232
ja193474,03/20/2017 09:28:00 AM,sidewalk,False,1033,10.0,12.0,30.0,41.845211174,-87.695228991
ja201043,03/26/2017 11:30:00 AM,sidewalk,False,1522,15.0,29.0,25.0,41.877913492,-87.761737295
ja201123,03/26/2017 12:45:00 PM,sidewalk,False,1013,10.0,22.0,30.0,41.846047463,-87.727011485
ja206252,03/30/2017 04:32:00 AM,restaurant,False,334,3.0,7.0,43.0,41.760080391,-87.558186925
ja206252,03/30/2017 04:32:00 PM,restaurant,False,334,3.0,7.0,43.0,41.760080391,-87.558186925
ja211599,04/03/2017 10:35:00 PM,tavern_liquor_store,False,614,6.0,21.0,71.0,41.744124604,-87.663281208
ja217243,04/08/2017 12:40:00 PM,residence_porch_hallway,False,223,2.0,4.0,38.0,41.804885185,-87.60888604
ja217563,04/08/2017 05:26:00 PM,alley,False,1111,11.0,28.0,25.0,41.892293311,-87.744350641
ja218918,04/09/2017 08:15:00 PM,street,False,715,7.0,15.0,67.0,41.789825697,-87.665687704
ja218968,04/09/2017 09:17:00 PM,street,False,1421,14.0,26.0,23.0,41.911044931,-87.704544597
ja219211,04/10/2017 05:33:00 AM,yard,True,633,6.0,6.0,49.0,41.722829631,-87.616588933
ja219986,04/10/2017 08:25:00 PM,street,False,524,5.0,34.0,53.0,41.682559799,-87.657887251
ja219528,04/11/2017 02:59:00 PM,street,False,1011,10.0,24.0,29.0,41.860582004,-87.732934984
ja221634,04/12/2017 02:18:00 AM,street,False,815,8.0,23.0,57.0,41.80679641,-87.729674167
ja225234,04/14/2017 09:40:00 PM,street,False,912,9.0,11.0,59.0,41.823258051,-87.670216387
ja226597,04/16/2017 01:10:00 AM,apartment,False,1933,19.0,44.0,6.0,41.935666127,-87.653962527
ja226762,04/16/2017 05:47:00 AM,street,False,1213,12.0,1.0,24.0,41.90227095,-87.667904414
ja227655,04/17/2017 03:53:00 AM,street,False,935,9.0,3.0,37.0,41.794533814,-87.631438536
hz297062,04/18/2017 08:00:00 AM,nursing_home,False,1022,10.0,24.0,29.0,41.859836913,-87.70296877
ja229804,04/18/2017 04:14:00 PM,sidewalk,False,723,7.0,6.0,68.0,41.773842159,-87.644634557
ja233953,04/21/2017 07:10:00 PM,gas_station,False,1533,15.0,28.0,25.0,41.880399914,-87.753008553
ja237710,04/24/2017 08:00:00 PM,street,False,735,7.0,17.0,67.0,41.767918129,-87.669972816
ja240832,04/27/2017 04:40:00 AM,apartment,False,732,7.0,6.0,68.0,41.764534045,-87.641526805
ja248393,05/02/2017 09:10:00 PM,street,False,924,9.0,11.0,61.0,41.815883421,-87.664404653
ja249958,05/04/2017 02:59:00 AM,other,False,1012,10.0,24.0,29.0,41.851423473,-87.732756365
ja251205,05/05/2017 02:14:00 AM,sidewalk,False,512,5.0,9.0,49.0,41.700527229,-87.623332772
ja251972,05/05/2017 04:51:00 PM,apartment,False,222,2.0,4.0,39.0,41.812510528,-87.603958069
ja253989,05/07/2017 09:15:00 AM,residence_porch_hallway,True,823,8.0,17.0,66.0,41.778013152,-87.701893587
ja254462,05/07/2017 05:05:00 PM,street,False,511,5.0,21.0,49.0,41.71529416,-87.631777593
ja255920,05/08/2017 07:56:00 PM,street,False,231,2.0,3.0,40.0,41.795711923,-87.620871293
ja260884,05/12/2017 02:25:00 PM,sidewalk,False,1113,11.0,28.0,25.0,41.884500436,-87.741300723
ja261596,05/12/2017 11:10:00 PM,street,False,2234,22.0,34.0,75.0,41.685593638,-87.650683608
ja265862,05/16/2017 11:36:00 AM,street,False,1132,11.0,24.0,29.0,41.866742491,-87.727638357
ja271504,05/20/2017 12:59:00 AM,apartment,True,422,4.0,7.0,46.0,41.749233993,-87.563763037
ja271726,05/20/2017 09:38:00 AM,residence,True,1124,11.0,28.0,27.0,41.879672076,-87.70391588
ja272258,05/20/2017 05:53:00 PM,street,False,532,5.0,9.0,53.0,41.679936478,-87.616256093
ja272737,05/21/2017 03:00:00 AM,street,False,1113,11.0,28.0,26.0,41.884530928,-87.73870409
ja276477,05/23/2017 08:29:00 PM,porch,False,723,7.0,6.0,68.0,41.772500833,-87.642911248
ja277226,05/24/2017 12:53:00 PM,sidewalk,False,422,4.0,7.0,46.0,41.751901325,-87.553568788
ja278538,05/25/2017 12:45:00 PM,apartment,False,725,7.0,17.0,67.0,41.77489244,-87.661652269
ja282107,05/28/2017 12:30:00 AM,street,False,1731,17.0,30.0,16.0,41.946277067,-87.734653256
ja282893,05/28/2017 06:41:00 PM,street,False,1021,10.0,24.0,29.0,41.858185975,-87.712745747
ja283244,05/29/2017 01:27:00 AM,street,False,815,8.0,14.0,57.0,41.810705604,-87.723691429
ja283661,05/29/2017 01:45:00 PM,apartment,True,2513,25.0,36.0,25.0,41.911468651,-87.78507587
ja288842,06/02/2017 12:40:00 AM,alley,False,2422,24.0,49.0,1.0,42.021147909,-87.669915975
ja289267,06/02/2017 11:29:00 AM,street,False,2213,22.0,21.0,73.0,41.714011784,-87.659154961
ja290782,06/03/2017 12:37:00 PM,street,False,713,7.0,16.0,67.0,41.782247982,-87.657117043
ja291578,06/03/2017 11:07:00 PM,apartment,False,631,6.0,8.0,44.0,41.746698961,-87.60383498
ja291583,06/04/2017 12:05:00 AM,residence_porch_hallway,True,726,7.0,15.0,67.0,41.773159466,-87.673738768
ja291724,06/04/2017 07:04:00 AM,parking_lot,False,1223,12.0,27.0,28.0,41.8841519,-87.672859134
ja292510,06/04/2017 05:43:00 PM,sidewalk,False,1112,11.0,27.0,23.0,41.902738782,-87.718346215
ja297445,06/08/2017 03:48:00 AM,house,True,932,9.0,16.0,61.0,41.795722675,-87.677512126
ja297747,06/08/2017 11:10:00 AM,street,False,633,6.0,9.0,44.0,41.727501828,-87.606323495
ja302565,06/11/2017 06:43:00 PM,park_property,False,211,2.0,4.0,35.0,41.837649024,-87.608017562
ja302864,06/11/2017 10:46:00 PM,apartment,True,1913,19.0,46.0,3.0,41.96604284,-87.663950253
ja303922,06/12/2017 04:38:00 PM,sidewalk,False,924,9.0,15.0,61.0,41.813077982,-87.669947238
ja305313,06/13/2017 04:27:00 PM,street,False,2531,25.0,29.0,25.0,41.912661095,-87.766163117
ja305948,06/14/2017 12:40:00 AM,sidewalk,False,713,7.0,16.0,67.0,41.784075265,-87.657046511
ja308844,06/15/2017 10:20:00 PM,street,False,2223,22.0,21.0,71.0,41.733415636,-87.638677057
ja309050,06/16/2017 04:38:00 AM,vehicle_non_commercial,False,412,4.0,8.0,45.0,41.741170915,-87.585745319
ja309544,06/16/2017 01:40:00 PM,school__public__grounds,False,413,4.0,8.0,48.0,41.727129592,-87.575471223
ja309805,06/16/2017 04:20:00 PM,street,False,1014,10.0,24.0,29.0,41.858319448,-87.717659722
ja311726,06/17/2017 11:45:00 PM,apartment,False,624,6.0,6.0,69.0,41.754876293,-87.608495811
ja311797,06/18/2017 01:20:00 AM,apartment,True,2533,25.0,37.0,25.0,41.906431144,-87.753419418
ja311796,06/18/2017 01:26:00 AM,apartment,False,1024,10.0,22.0,30.0,41.845366002,-87.709929899
ja311841,06/18/2017 02:07:00 AM,sidewalk,False,1422,14.0,26.0,23.0,41.903717596,-87.710545441
ja311797,06/18/2017 02:15:00 AM,apartment,True,2533,25.0,37.0,25.0,41.906431144,-87.753419418
ja311863,06/18/2017 03:13:00 AM,driveway,False,1834,18.0,42.0,8.0,41.89266718,-87.616114672
ja313694,06/19/2017 01:47:00 PM,residence_garage,False,633,6.0,6.0,49.0,41.726368963,-87.619099265
ja316650,06/21/2017 02:34:00 PM,residence,False,512,5.0,34.0,49.0,41.700684498,-87.631511638
ja317851,06/22/2017 12:15:00 PM,street,False,723,7.0,6.0,68.0,41.773692305,-87.640706195
ja320179,06/24/2017 12:34:00 AM,apartment,False,1821,18.0,27.0,8.0,41.904579871,-87.640696598
ja320296,06/24/2017 05:27:00 AM,house,True,2531,25.0,29.0,25.0,41.910184252,-87.770310746
ja321035,06/24/2017 05:53:00 PM,street,False,2532,25.0,37.0,25.0,41.902650516,-87.755782558
ja322578,06/25/2017 10:49:00 PM,gas_station,False,923,9.0,14.0,63.0,41.798598012,-87.684157541
ja323771,06/26/2017 07:27:00 PM,street,False,414,4.0,8.0,46.0,41.75085912,-87.581664038
ja323969,06/27/2017 12:44:00 AM,parking_lot,False,2532,25.0,37.0,25.0,41.902230588,-87.75740997
ja326713,06/28/2017 08:14:00 PM,street,False,725,7.0,15.0,67.0,41.774004882,-87.664748327
ja326821,06/28/2017 10:38:00 PM,auto,False,225,2.0,3.0,40.0,41.795570057,-87.624111052
ja329731,07/01/2017 02:26:00 AM,street,False,1424,14.0,1.0,24.0,41.908243484,-87.678114066
ja329470,07/01/2017 12:27:00 PM,street,False,711,7.0,20.0,68.0,41.78976321,-87.63171793
ja330849,07/01/2017 10:05:00 PM,sidewalk,False,223,2.0,4.0,38.0,41.802896506,-87.606425428
ja331112,07/02/2017 04:00:00 AM,sidewalk,False,2531,25.0,29.0,25.0,41.91325162,-87.774101073
ja331404,07/02/2017 11:50:00 AM,sidewalk,False,1522,15.0,29.0,25.0,41.875686171,-87.760288404
ja333157,07/03/2017 05:34:00 PM,street,False,924,9.0,12.0,61.0,41.815867573,-87.665453986
ja334240,07/04/2017 06:39:00 PM,auto,False,533,5.0,9.0,54.0,41.65561938,-87.616339265
ja334412,07/05/2017 12:43:00 AM,street,False,2531,25.0,29.0,25.0,41.909933853,-87.767939666
ja334738,07/05/2017 12:50:00 AM,sidewalk,False,1133,11.0,24.0,29.0,41.867125926,-87.721283298
ja335500,07/05/2017 01:51:00 PM,apartment,True,2232,22.0,34.0,73.0,41.706902188,-87.644507138
ja337388,07/06/2017 06:47:00 PM,sidewalk,False,2531,25.0,29.0,25.0,41.904300091,-87.773011028
ja340303,07/08/2017 11:29:00 PM,gas_station,False,723,7.0,6.0,68.0,41.772972076,-87.644610871
ja340426,07/09/2017 01:59:00 AM,sidewalk,False,2533,25.0,37.0,25.0,41.908186939,-87.752231615
ja345518,07/12/2017 09:26:00 PM,apartment,True,2534,25.0,37.0,23.0,41.906662363,-87.733785509
ja346211,07/13/2017 12:58:00 PM,street,False,1111,11.0,37.0,23.0,41.898757787,-87.742561181
ja348138,07/14/2017 09:24:00 PM,auto,False,213,2.0,3.0,38.0,41.823694722,-87.627891537
ja349101,07/15/2017 01:45:00 PM,street,False,1423,14.0,26.0,24.0,41.903051378,-87.698135794
ja353895,07/18/2017 10:51:00 PM,house,False,1234,12.0,25.0,31.0,41.856857054,-87.667538474
ja355081,07/19/2017 06:56:00 PM,street,False,1131,11.0,24.0,26.0,41.874225604,-87.735931977
ja356172,07/20/2017 04:10:00 PM,alley,False,231,2.0,3.0,40.0,41.797813412,-87.617679396
ja356519,07/20/2017 07:30:00 PM,street,False,323,3.0,6.0,69.0,41.759927937,-87.606661331
ja357454,07/21/2017 01:31:00 PM,small_retail_store,False,924,9.0,11.0,61.0,41.815344336,-87.665140272
ja363273,07/25/2017 06:50:00 PM,residential_yard__front_back_,False,423,4.0,7.0,48.0,41.727444584,-87.558103128
ja364517,07/26/2017 05:04:00 PM,alley,False,1113,11.0,28.0,25.0,41.884471648,-87.743706376
ja365085,07/27/2017 02:01:00 AM,apartment,True,1014,10.0,24.0,29.0,41.85982778,-87.716448529
ja366269,07/27/2017 08:55:00 PM,apartment,False,1831,18.0,42.0,8.0,41.891948167,-87.628073894
ja367390,07/28/2017 06:30:00 PM,alley,False,2532,25.0,37.0,25.0,41.904433209,-87.758304875
ja369030,07/29/2017 08:13:00 PM,sidewalk,False,715,7.0,15.0,67.0,41.790377559,-87.665260277
ja372130,08/01/2017 02:48:00 AM,street,False,421,4.0,7.0,43.0,41.76015578,-87.556752911
ja373332,08/01/2017 08:22:00 PM,residence,False,1112,11.0,27.0,23.0,41.896222471,-87.717556596
ja373613,08/02/2017 03:30:00 AM,street,False,2532,25.0,37.0,25.0,41.909415556,-87.762466637
ja376166,08/03/2017 09:26:00 PM,sidewalk,False,1215,12.0,27.0,28.0,41.887445308,-87.662968192
ja377188,08/04/2017 04:40:00 PM,sidewalk,False,825,8.0,15.0,66.0,41.779125867,-87.692705857
ja367696,08/05/2017 07:00:00 AM,apartment,False,313,3.0,20.0,42.0,41.783342701,-87.613271804
ja379223,08/06/2017 02:50:00 AM,porch,False,1235,12.0,25.0,31.0,41.858781729,-87.647644422
ja379302,08/06/2017 03:55:00 AM,street,False,1123,11.0,28.0,27.0,41.885342444,-87.710092279
hz371861,08/07/2017 01:58:00 PM,cha_apartment,True,1413,14.0,35.0,22.0,41.918607801,-87.707012974
ja384094,08/09/2017 01:55:00 PM,sidewalk,False,523,5.0,9.0,53.0,41.673769998,-87.627345806
ja385764,08/10/2017 04:04:00 PM,house,False,925,9.0,11.0,61.0,41.818389748,-87.640921789
ja387046,08/11/2017 03:55:00 PM,parking_lot_garage_non_resid__,False,1033,10.0,12.0,30.0,41.845615439,-87.703838747
ja387051,08/11/2017 04:04:00 PM,sidewalk,False,1422,14.0,35.0,22.0,41.915960765,-87.710250063
ja388904,08/13/2017 12:32:00 AM,street,False,1821,18.0,27.0,8.0,41.907139595,-87.63968072
ja389181,08/13/2017 08:02:00 AM,alley,False,1624,16.0,38.0,15.0,41.953938505,-87.767025198
ja351991,08/14/2017 04:14:00 AM,street,False,124,1.0,2.0,28.0,41.866505614,-87.639224346
ja390991,08/14/2017 05:16:00 PM,other__specify_,False,921,9.0,12.0,58.0,41.820368978,-87.684748473
ja391304,08/14/2017 08:51:00 PM,sidewalk,False,1112,11.0,27.0,23.0,41.896402972,-87.720004772
ja393783,08/16/2017 04:46:00 PM,park_property,False,431,4.0,7.0,51.0,41.718237486,-87.564649421
ja395490,08/17/2017 07:47:00 PM,cta_train,False,113,1.0,4.0,32.0,41.877864969,-87.627666954
ja395903,08/18/2017 06:45:00 AM,alley,False,532,5.0,9.0,53.0,41.681054581,-87.614684202
ja397004,08/18/2017 09:35:00 PM,sidewalk,False,1113,11.0,28.0,26.0,41.882403158,-87.737985701
ja398662,08/20/2017 05:31:00 AM,auto,False,911,9.0,12.0,58.0,41.823417338,-87.689043285
ja399038,08/20/2017 01:12:00 PM,sidewalk,False,1234,12.0,25.0,31.0,41.852979389,-87.683828168
ja403624,08/23/2017 08:27:00 PM,sidewalk,False,1132,11.0,24.0,29.0,41.867095804,-87.723875559
ja403919,08/24/2017 06:25:00 AM,sidewalk,False,813,8.0,13.0,65.0,41.781496634,-87.733834634
ja404072,08/24/2017 09:50:00 AM,vacant_lot,False,2515,25.0,29.0,19.0,41.923840059,-87.774908897
ja407648,08/26/2017 11:39:00 PM,apartment,False,921,9.0,14.0,58.0,41.820921301,-87.698137356
ja408832,08/27/2017 11:45:00 PM,sidewalk,True,2525,25.0,26.0,22.0,41.919106021,-87.717439524
ja408858,08/28/2017 01:20:00 AM,apartment,False,731,7.0,17.0,69.0,41.760858047,-87.630896658
ja411505,08/30/2017 01:04:00 AM,street,False,1422,14.0,26.0,23.0,41.905025355,-87.709305775
ja412396,08/30/2017 06:16:00 PM,street,False,725,7.0,15.0,67.0,41.778638662,-87.665462788
ja412723,08/30/2017 11:31:00 PM,street,False,1011,10.0,24.0,29.0,41.861717546,-87.721386272
ja413637,08/31/2017 04:58:00 PM,sidewalk,False,1115,11.0,28.0,26.0,41.881011636,-87.730584551
ja413975,08/31/2017 09:59:00 PM,street,False,832,8.0,16.0,66.0,41.773223738,-87.679702672
ja416724,09/03/2017 12:31:00 AM,residence_porch_hallway,False,2514,25.0,30.0,19.0,41.937409437,-87.765230856
ja417264,09/03/2017 02:00:00 PM,alley,False,1531,15.0,37.0,25.0,41.894996775,-87.746569975
ja418253,09/04/2017 10:45:00 AM,alley,False,414,4.0,8.0,46.0,41.745673199,-87.573442962
ja420221,09/05/2017 07:58:00 PM,gas_station,False,714,7.0,15.0,67.0,41.782432685,-87.664290466
ja423983,09/08/2017 07:20:00 PM,cta_train,False,1215,12.0,27.0,28.0,41.885312381,-87.667573631
ja424004,09/08/2017 07:46:00 PM,residence,True,2223,22.0,21.0,71.0,41.733437448,-87.635031419
ja424501,09/09/2017 09:10:00 AM,cha_parking_lot_grounds,False,133,1.0,3.0,35.0,41.839804007,-87.627964177
ja427414,09/11/2017 05:50:00 PM,sidewalk,False,824,8.0,16.0,66.0,41.785678771,-87.686256904
ja427849,09/12/2017 03:26:00 AM,gas_station,False,2422,24.0,49.0,1.0,42.018734342,-87.66588196
ja430288,09/13/2017 07:50:00 PM,street,False,726,7.0,15.0,67.0,41.771274925,-87.670062871
ja432189,09/15/2017 11:58:00 AM,street,False,825,8.0,15.0,66.0,41.776386527,-87.689664535
ja433264,09/16/2017 02:26:00 AM,street,False,1121,11.0,27.0,23.0,41.890948116,-87.70641282
ja433522,09/16/2017 10:49:00 AM,auto,False,824,8.0,16.0,63.0,41.788339738,-87.687055186
ja434291,09/16/2017 09:12:00 PM,street,False,431,4.0,7.0,51.0,41.717791966,-87.569859606
ja437161,09/18/2017 11:30:00 PM,hallway,False,913,9.0,11.0,60.0,41.839773127,-87.658449393
ja440584,09/21/2017 12:39:00 PM,street,False,2531,25.0,29.0,25.0,41.914284454,-87.772056629
ja441263,09/21/2017 08:34:00 PM,sidewalk,False,1033,10.0,12.0,30.0,41.846393203,-87.700549995
ja442997,09/23/2017 04:34:00 AM,apartment,True,631,6.0,8.0,44.0,41.746811516,-87.603841034
ja445468,09/25/2017 02:40:00 AM,street,False,2232,22.0,9.0,73.0,41.71017578,-87.63806299
ja446387,09/25/2017 05:11:00 PM,apartment,True,311,3.0,20.0,40.0,41.780946398,-87.621995369
ja450965,09/29/2017 03:28:00 AM,porch,False,1013,10.0,22.0,29.0,41.850526285,-87.731219518
ja452105,09/29/2017 08:49:00 PM,street,False,1511,15.0,29.0,25.0,41.893470945,-87.767897566
ja453526,10/01/2017 12:43:00 AM,street,False,1712,17.0,39.0,13.0,41.972197342,-87.714692471
ja453862,10/01/2017 10:36:00 AM,street,False,334,3.0,7.0,43.0,41.759058776,-87.560929772
ja456924,10/03/2017 04:25:00 PM,alley,False,324,3.0,5.0,69.0,41.765197386,-87.600674719
ja461603,10/06/2017 12:50:00 AM,convenience_store,False,925,9.0,3.0,37.0,41.819108491,-87.632733067
ja460718,10/06/2017 01:30:00 PM,street,False,1123,11.0,28.0,27.0,41.883608857,-87.707208014
ja461800,10/07/2017 09:01:00 AM,street,False,1131,11.0,28.0,26.0,41.874186154,-87.738906468
ja461918,10/07/2017 11:11:00 AM,street,False,1233,12.0,25.0,31.0,41.857250966,-87.658856658
ja463914,10/09/2017 01:02:00 AM,alley,False,632,6.0,8.0,44.0,41.743445022,-87.60137277
ja464584,10/09/2017 02:35:00 PM,vehicle_non_commercial,False,1422,14.0,26.0,23.0,41.910049472,-87.712236304
ja468109,10/12/2017 08:58:00 AM,sidewalk,False,1513,15.0,29.0,25.0,41.866363206,-87.772931225
ja468208,10/12/2017 10:18:00 AM,house,True,1412,14.0,35.0,21.0,41.935132655,-87.715462428
ja469034,10/12/2017 08:29:00 PM,sidewalk,False,1124,11.0,28.0,27.0,41.880559137,-87.702038065
ja471943,10/15/2017 11:38:00 AM,street,False,331,3.0,5.0,43.0,41.772625715,-87.576471929
ja479675,10/21/2017 04:20:00 AM,restaurant,False,1232,12.0,27.0,28.0,41.87794002,-87.647759117
ja480392,10/21/2017 07:40:00 PM,street,True,831,8.0,15.0,66.0,41.771617312,-87.706608344
ja481807,10/22/2017 08:34:00 PM,street,False,1531,15.0,37.0,25.0,41.899074305,-87.750800888
ja483029,10/23/2017 06:09:00 PM,apartment,False,321,3.0,5.0,43.0,41.767824956,-87.591891194
ja486531,10/26/2017 11:05:00 AM,alley,False,213,2.0,3.0,38.0,41.819548846,-87.623109131
ja486910,10/26/2017 03:45:00 PM,street,False,922,9.0,12.0,58.0,41.812984612,-87.688245458
ja487658,10/27/2017 05:19:00 AM,house,False,522,5.0,34.0,49.0,41.685278748,-87.626290115
