ZIP_CODE,WARD,AREA,DISTRICT,BEAT,MONTH,DAY_OF_WEEK,HOUR,STATE_HOUSE_DISTRICT,STATE_SENATE_DISTRICT,LATITUDE,LONGITUDE,ID,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Latitude,Longitude
4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4159.0,4159.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0,4160.0
60631.417067307695,21.159375,2.626201923076923,10.239903846153846,1047.0990384615384,6.586057692307692,4.045192307692307,12.941346153846155,16.434960327001683,8.444818465977399,41.82650855115337,-87.67345901785191,5433910.966586539,1046.908173076923,10.237019230769231,20.883653846153845,40.7375,1164121.363701923,1880055.943028846,2018.0875,41.82647973002308,-87.67342416165576
23.57722210764732,11.855032566668404,1.432100637597417,6.186112780642244,619.162635052685,3.13176188732664,2.1207537576621425,7.3998188286722275,13.113668124178865,6.553312756914101,0.0782130270989134,0.05914548080458511,5699252.2076284485,619.073637794641,6.1848246176787764,11.853048366603351,19.941024793738087,16258.124761335856,28390.982375350035,2.6167451410952385,0.07813545690072832,0.05912007501242203
60601.0,1.0,1.0,1.0,111.0,1.0,1.0,0.0,1.0,1.0,41.647519669,-87.837039059,19304.0,111.0,1.0,1.0,1.0,1119313.0,1814972.0,2010.0,41.647069431,-87.83662354
60620.0,10.0,1.0,6.0,614.0,4.0,2.0,6.0,6.0,3.0,41.766078346,-87.7214491455,24097.5,614.0,6.0,10.0,25.0,1150892.25,1858185.0,2016.0,41.766097571749995,-87.721386272
60626.0,21.0,2.0,9.0,932.0,7.0,4.0,14.0,10.0,5.0,41.820403096,-87.669978547,26915.5,932.0,9.0,21.0,38.0,1164908.0,1877781.0,2018.0,41.820052453,-87.670062871
60641.0,28.0,4.0,14.0,1423.0,9.0,6.0,19.0,27.0,14.0,41.886553096,-87.62754954225,11360271.5,1423.0,14.0,28.0,61.0,1176592.0,1901682.0,2020.0,41.88620965925,-87.627701705
60827.0,50.0,5.0,25.0,2535.0,12.0,7.0,23.0,78.0,39.0,42.022903096,-87.530040941,12915861.0,2535.0,25.0,50.0,77.0,1203481.0,1951493.0,2022.0,42.022521101,-87.530453379
