CASE_NUMBER,NUM_CRIMES_DISTRICT,NUM_CRIMES_BEAT,NUM_CRIMES_COMM_AREA,NUM_CRIMES_WARD,NUM_CRIMES_BLOCK,NUM_CRIMES_ZIP_CODE,NUM_CRIMES_STREET_ORG,AREA_INCOME,AREA_ASSAULT_HOMICIDE,AREA_FIREARM,AREA_POVERTY_HEALTH,AREA_HIGH_SCHOOL_DIPLOMA,AREA_UNEMPLOYMENT,AREA_BIRTH_RATE,NUM_OF_DEAD,NUM_OF_ARREST,NUM_OF_VICTIMS,IS_DOMESTIC,NIGHT_CRIME,IS_KILLED_A_CHILD,MULTIPLE_ARRESTS,HAS_STREET_ORGANIZATION,IS_RATIAL,ARRESTED_RACE,VICTIM_RACE,AVER_AGE,AVG_NUM_CHARGES,IMMEDIATE_ARREST,IS_HOMICIDE
hx268077,150,10,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,1.0,0,1
hx269684,295,25,99,156,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hx272763,106,12,40,87,1,46,32,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx274827,213,12,104,126,1,302,202,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,2,0,0,0,0,1,0,_1142,mixed,30.0,1.0,0,1
hx276174,179,11,69,126,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,0,1,_1142,_1140,,1.0,0,0
hx276332,295,15,67,196,2,470,64,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,2,0,0,0,0,1,0,_1142,mixed,27.5,2.0,0,1
hx277235,174,25,244,196,3,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx278380,76,16,25,95,1,52,26,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,1,0,_1142,_1140,75.0,2.0,0,0
hx279114,150,12,18,29,1,161,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,4.0,0,1
hx280568,147,16,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,3,1,0,0,0,1,1,0,mixed,_1140,25.0,1.6666666666666667,0,0
hx280665,106,9,15,87,1,139,26,9016,49.6,22.6,55.5,33.7,40.0,11.9,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,2.0,0,0
hx281278,153,15,120,156,1,185,35,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hx281542,106,7,104,126,1,151,4,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,3.5,0,1
hx281461,179,24,69,126,1,489,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,3,0,0,0,0,0,0,_1142,mixed,45.0,4.0,0,1
hx285750,174,20,244,88,1,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,2,2,0,0,0,1,1,0,mixed,mixed,30.0,2.0,0,0
hx288115,295,29,120,156,2,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,1
hx289439,142,21,75,95,1,145,19,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx289940,174,24,244,196,1,645,567,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,3,0,0,1,1,1,0,mixed,mixed,20.0,4.0,0,1
hx290881,180,13,101,68,2,163,0,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx293212,76,9,31,84,1,322,70,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,2,0,0,0,0,1,1,_1142,mixed,35.0,4.0,0,0
hx293138,295,12,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx293348,174,34,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx293604,295,12,99,196,2,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx294012,295,19,67,196,1,235,32,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx297618,142,8,26,22,1,43,150,29026,8.6,10.2,17.2,18.5,7.5,18.2,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx300941,142,1,18,26,1,10,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
hx303329,52,8,16,43,1,45,0,60593,4.8,6.6,11.1,7.1,5.7,21.4,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx303294,142,21,56,95,1,145,19,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hx305187,106,2,37,45,1,42,0,13087,44.6,39.5,39.1,28.3,23.2,19.3,0,1,1,0,0,0,0,0,0,_1142,_1140,45.0,2.0,0,0
hx305149,106,6,40,87,1,126,0,22056,32.1,25.8,28.3,19.4,20.6,14.3,0,1,3,0,0,0,0,0,0,_1142,mixed,10.0,2.0,0,0
hx305276,295,25,99,156,2,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx307202,147,8,9,33,1,121,26,15347,10.7,10.1,18.7,35.5,14.5,17.7,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,0
hx308110,153,17,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hx314114,150,14,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,0
hx315119,174,22,244,112,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hx317062,295,29,99,156,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx318026,165,8,15,87,1,139,21,9016,49.6,22.6,55.5,33.7,40.0,11.9,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx319825,179,16,90,107,1,161,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,0
hx320241,76,8,75,95,1,145,26,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hx320313,153,16,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,1,0,0,1,0,_1142,_1140,45.0,1.0,0,0
hx315796,213,16,99,107,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,2,1,0,0,0,1,1,0,mixed,_1140,45.0,1.5,0,1
hx321764,150,18,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx322022,142,21,56,95,1,145,8,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx322075,153,21,52,44,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,0
hx323230,72,9,25,41,2,60,0,15467,11.7,11.7,27.2,44.3,13.0,16.5,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hx324349,174,34,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,2,1,0,0,0,1,1,0,mixed,_1140,10.0,2.0,0,0
hx324632,147,6,101,68,1,163,0,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,0
hx325591,76,16,25,95,1,52,26,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
hx327607,165,13,83,24,1,139,21,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,1,_1142,_1140,10.0,1.0,0,0
hx327719,295,25,115,43,1,356,300,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,3,2,0,0,1,1,1,1,mixed,mixed,10.0,2.0,0,1
hx331572,142,10,56,95,1,290,60,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,2,0,0,0,0,1,0,_1142,mixed,25.0,4.0,0,0
hx332945,174,24,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx333887,174,25,244,196,3,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hx334293,147,16,55,94,1,242,132,15393,36.9,33.7,28.0,28.2,17.7,18.1,1,2,2,0,0,0,1,1,0,mixed,mixed,17.5,2.0,0,1
hx336475,179,17,69,76,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hx337204,295,39,115,100,1,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx338489,142,12,50,25,1,93,53,15246,7.0,5.5,18.6,37.0,11.5,20.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,0
hx338640,213,16,99,69,1,152,32,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hx339887,142,20,56,90,1,145,30,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,1,0
hx341165,142,13,56,90,1,145,0,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,2,1,0,0,0,1,0,1,mixed,_1140,25.0,2.5,0,0
hx341290,174,20,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,1
hx341618,150,23,80,69,2,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hx342288,43,4,26,11,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,1,1,1,0,0,0,0,0,1,_1142,_1140,25.0,4.0,0,1
hx343821,153,17,120,156,1,370,170,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,3.0,0,0
hx350571,165,15,83,118,1,139,84,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hx350804,295,29,99,156,3,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,1,0,1,0,1,0,_1142,_1140,10.0,3.0,0,1
hx352495,147,21,55,33,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx355082,150,18,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,1,2,1,0,0,0,1,1,0,mixed,_1140,35.0,2.0,0,1
hx360472,165,7,28,28,1,63,39,13138,11.1,10.6,23.0,48.2,11.2,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,3.0,0,0
hx361872,72,4,37,27,1,39,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,3.0,0,0
hx362083,48,5,44,37,1,19,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx363080,180,23,101,68,2,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hx367129,76,13,31,95,1,145,35,19709,38.0,35.6,15.7,15.6,18.3,12.0,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx368916,43,6,26,26,1,28,0,23714,7.7,5.2,22.7,18.1,7.5,16.4,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,3.0,0,0
hx368965,180,23,101,68,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx370498,153,11,52,41,2,60,7,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hx371889,48,3,44,100,1,96,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,1,1,3,0,0,0,0,0,0,_1142,mixed,28.333333333333332,3.0,0,1
hx372443,147,21,55,94,1,484,264,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,2,4,0,0,0,1,1,0,mixed,mixed,35.0,4.0,0,0
hx380483,72,11,25,41,1,60,0,15467,11.7,11.7,27.2,44.3,13.0,16.5,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hx381196,106,6,40,45,1,46,0,22056,32.1,25.8,28.3,19.4,20.6,14.3,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,1,0
hx382008,142,13,56,90,2,145,0,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,2.0,0,0
hx382970,58,5,26,27,1,43,0,29026,8.6,10.2,17.2,18.5,7.5,18.2,0,1,1,1,0,0,0,0,0,_1142,_1140,25.0,2.0,0,0
hx383118,180,13,101,76,1,234,0,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,2,0,0,0,0,0,0,_1142,mixed,10.0,1.0,0,0
hx383582,213,16,104,107,1,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx386494,179,17,69,76,2,489,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,0,1,3,0,0,0,0,0,0,_1142,mixed,25.0,4.0,0,0
hx389533,72,6,37,43,1,39,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,0,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,0
hx394073,213,15,99,107,2,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx395473,180,13,90,68,3,163,0,17213,49.7,44.6,25.6,17.9,18.9,18.2,1,2,1,0,0,1,1,0,0,mixed,_1140,10.0,1.0,0,1
hx397278,213,14,99,107,3,456,45,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,3,0,0,0,0,1,0,_1142,mixed,28.333333333333332,3.0,0,0
hx400756,165,24,83,118,1,278,168,12524,26.6,24.6,30.6,42.4,17.4,21.4,0,2,2,0,0,0,1,1,0,mixed,mixed,10.0,1.0,0,0
hx402684,213,10,104,126,2,151,101,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx404404,150,18,80,107,1,152,18,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx404187,44,5,16,16,1,36,23,20355,4.7,5.3,17.1,34.9,9.0,18.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx404725,76,8,75,95,2,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx405874,142,20,56,95,1,145,7,16228,43.9,46.5,24.3,22.6,17.0,15.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx409464,153,21,52,44,2,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,4.0,0,1
hl541246,174,20,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx410692,153,21,52,44,1,370,100,10697,11.1,8.6,28.1,58.7,11.5,19.5,1,2,2,0,0,0,1,1,0,mixed,mixed,17.5,1.5,0,1
hx414391,295,6,67,43,1,75,4,13596,38.4,37.1,39.7,26.2,16.4,19.4,0,2,1,0,0,0,1,1,0,mixed,_1140,35.0,1.0,0,0
hx410381,147,11,18,94,1,242,52,15506,41.3,35.1,24.5,21.9,11.8,15.8,1,1,2,1,0,0,0,1,0,_1142,mixed,40.0,2.0,0,1
hx415731,179,17,69,76,2,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hx417291,44,4,4,13,1,3,0,31659,4.7,8.7,5.9,13.5,7.3,10.4,1,3,1,1,0,0,1,0,1,mixed,_1140,35.0,3.3333333333333335,0,1
hx416536,72,5,25,41,2,60,0,15467,11.7,11.7,27.2,44.3,13.0,16.5,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx416825,150,11,7,15,1,108,0,23920,9.4,12.7,5.9,18.5,9.6,14.6,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hx415817,58,6,37,27,1,43,0,39596,8.5,6.6,15.7,13.4,6.0,18.8,1,1,1,1,0,0,0,0,0,_1142,_1140,55.0,2.0,0,1
hx422647,44,10,19,13,1,37,0,23617,3.3,4.7,12.3,18.7,10.6,14.2,1,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
hx422932,147,14,4,76,1,163,0,13756,70.3,70.3,22.5,18.6,23.4,12.9,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hx424815,147,13,55,33,2,242,132,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,2,2,0,0,0,1,1,0,mixed,mixed,10.0,1.0,0,0
hx427169,147,14,16,94,1,121,0,28977,19.5,24.5,12.0,11.2,17.2,10.0,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hx428315,295,14,67,43,1,75,16,13596,38.4,37.1,39.7,26.2,16.4,19.4,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx431889,44,9,5,16,1,72,0,24941,3.0,3.1,12.4,18.2,7.5,10.9,0,1,2,0,0,0,0,0,1,_1142,mixed,10.0,1.0,0,0
hx432531,179,16,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,2.0,0,0
hx435683,295,12,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,1,1,1,0,0,1,0,1,0,_1142,_1140,10.0,1.0,0,1
hx442102,76,11,25,9,1,52,0,26185,19.9,15.8,13.7,10.9,14.9,13.2,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx443411,153,15,120,156,1,185,85,12548,46.7,37.6,38.6,30.4,18.5,20.6,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx445686,180,20,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,2.0,0,1
hx445845,150,12,18,29,1,25,0,22078,12.4,11.6,9.5,18.3,8.8,14.7,0,1,1,0,0,0,0,0,0,_1142,_1140,10.0,1.0,0,0
hx446571,44,4,18,26,1,44,0,26347,3.7,5.2,8.3,18.0,8.6,12.5,2,1,2,1,0,1,0,0,0,_1142,mixed,22.5,2.0,0,1
hx442273,179,17,69,76,1,163,0,20320,45.2,37.9,25.3,13.7,19.0,14.4,1,2,1,0,0,0,1,0,0,mixed,_1140,80.0,2.5,0,1
hx447404,147,21,55,33,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,1,1,1,0,0,0,0,1,1,_1142,_1140,25.0,3.0,0,1
hx447455,150,9,21,28,1,63,24,12014,10.8,11.1,20.8,54.1,14.0,21.8,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hx448077,58,15,115,43,2,178,150,13391,29.0,22.7,32.6,36.8,12.3,19.2,0,1,1,0,0,0,0,1,1,_1142,_1140,25.0,1.0,0,0
hx448309,180,23,49,68,1,117,103,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx448843,295,25,120,156,1,235,32,12548,46.7,37.6,38.6,30.4,18.5,20.6,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx448978,295,18,115,100,3,235,31,13391,29.0,22.7,32.6,36.8,12.3,19.2,1,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,1
hx449928,180,14,101,94,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,2,1,0,0,1,1,1,0,mixed,_1140,10.0,1.0,0,1
hx457560,106,7,40,87,1,46,32,22056,32.1,25.8,28.3,19.4,20.6,14.3,1,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx459979,213,16,99,69,1,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,2.0,0,0
hx459145,213,12,104,126,1,302,202,11993,45.1,44.9,42.2,29.4,21.3,20.0,1,1,2,1,0,0,0,1,1,_1142,mixed,50.0,4.0,0,1
hx460710,106,6,7,45,2,42,0,39243,5.8,5.0,18.2,5.3,6.9,9.7,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hx461569,43,9,26,26,1,28,10,23714,7.7,5.2,22.7,18.1,7.5,16.4,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,0,0
hx467125,44,4,3,13,1,12,0,27280,4.8,4.2,6.4,13.5,9.0,13.8,1,2,1,0,0,0,1,0,0,mixed,_1140,45.0,1.0,0,1
hx467799,179,15,80,107,1,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hx470450,174,24,244,196,2,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,1,1,1,0,0,0,1,0,_1142,_1140,35.0,1.0,0,1
hx472992,180,20,90,126,1,326,140,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,1,2,0,0,0,0,1,0,_1142,mixed,10.0,1.0,0,0
hx477503,150,23,80,69,1,108,75,14405,22.4,19.4,22.2,31.6,11.9,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hx479762,180,20,90,126,1,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,2,1,0,0,0,1,1,0,mixed,_1140,35.0,4.0,0,0
hx479713,179,16,80,84,2,322,92,16022,37.6,32.6,24.5,19.5,24.2,15.1,1,1,2,0,0,0,0,1,0,_1142,mixed,40.0,1.0,0,1
hx480966,174,25,244,196,3,430,378,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,2,2,0,0,0,1,1,0,mixed,mixed,25.0,2.0,0,1
hx481071,165,14,83,118,1,139,0,12524,26.6,24.6,30.6,42.4,17.4,21.4,1,1,1,0,0,0,0,0,0,_1142,_1140,35.0,1.0,0,1
hx482271,295,12,99,196,2,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hx482578,179,15,80,84,2,161,46,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,4.0,0,0
hx483324,295,26,99,196,1,235,117,10951,40.0,36.0,40.3,26.2,25.2,20.1,0,1,1,0,0,0,0,1,0,_1142,_1140,25.0,1.0,0,0
hx492726,147,24,101,94,1,117,103,18366,33.4,30.0,31.5,14.9,17.7,15.7,1,1,1,0,0,0,0,1,0,_1142,_1140,55.0,1.0,0,1
hx495849,142,7,75,90,1,145,0,17974,40.9,37.7,19.5,17.4,17.8,14.3,1,1,1,1,0,0,0,0,0,_1142,_1140,,1.0,0,1
hx499040,43,7,18,14,1,16,0,21375,5.8,3.7,15.1,19.6,7.9,17.3,1,3,1,1,0,1,1,0,0,mixed,_1140,10.0,1.0,0,1
hx499081,147,8,18,33,1,121,0,15506,41.3,35.1,24.5,21.9,11.8,15.8,1,1,1,0,0,1,0,0,0,_1142,_1140,10.0,1.0,0,1
hx501911,295,14,43,43,1,75,27,41488,12.7,9.3,21.6,11.2,10.7,18.2,1,1,1,1,0,0,0,1,0,_1142,_1140,25.0,3.0,0,1
hx503007,147,21,55,94,1,121,66,15393,36.9,33.7,28.0,28.2,17.7,18.1,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,2.0,0,0
hx503786,180,23,101,68,1,351,309,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,3,0,0,0,0,1,0,_1142,mixed,26.666666666666668,4.0,0,0
hx508607,179,17,80,107,1,161,0,16022,37.6,32.6,24.5,19.5,24.2,15.1,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,0
hx508720,48,10,44,100,3,32,0,87163,3.7,3.2,13.4,3.4,5.2,10.7,1,3,1,0,0,0,1,0,0,mixed,_1140,25.0,1.0,0,1
hx510639,180,20,49,126,1,132,50,18928,31.1,25.0,28.3,17.9,17.3,15.1,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hx486894,213,15,99,107,2,152,81,10559,47.2,39.3,32.3,30.3,34.7,20.3,1,1,1,1,0,0,0,1,0,_1142,_1140,80.0,1.0,0,1
hx517211,153,9,52,41,1,185,50,10697,11.1,8.6,28.1,58.7,11.5,19.5,0,1,1,0,0,0,0,1,0,_1142,_1140,10.0,1.0,0,0
hx529287,174,11,244,88,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,1,3,1,0,0,1,1,1,0,mixed,_1140,10.0,1.3333333333333333,0,1
hx531627,180,20,90,126,2,163,70,17213,49.7,44.6,25.6,17.9,18.9,18.2,0,2,1,0,0,0,1,1,0,mixed,_1140,25.0,1.5,0,0
hx533166,179,17,104,107,1,161,0,11993,45.1,44.9,42.2,29.4,21.3,20.0,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,4.0,0,0
hx534334,180,12,37,126,3,132,0,13087,44.6,39.5,39.1,28.3,23.2,19.3,1,1,1,0,0,0,0,0,0,_1142,_1140,25.0,1.0,0,1
hx535453,180,8,101,68,2,117,0,18366,33.4,30.0,31.5,14.9,17.7,15.7,0,1,1,0,0,0,0,0,0,_1142,_1140,25.0,4.0,0,0
hx549796,174,24,244,196,1,215,189,15920,34.4,28.5,27.0,25.0,21.0,18.0,0,1,1,0,0,0,0,1,0,_1142,_1140,35.0,1.0,1,0
